city,year,weekofyear,total_cases
iq,2010,26,2
iq,2010,27,5
iq,2010,28,1
iq,2010,29,4
iq,2010,30,1
iq,2010,31,3
iq,2010,32,4
iq,2010,33,3
iq,2010,34,1
iq,2010,35,1
iq,2010,36,6
iq,2010,37,3
iq,2010,38,7
iq,2010,39,6
iq,2010,40,18
iq,2010,41,15
iq,2010,42,4
iq,2010,43,14
iq,2010,44,7
iq,2010,45,9
iq,2010,46,26
iq,2010,47,8
iq,2010,48,7
iq,2010,49,15
iq,2010,50,36
iq,2010,51,11
iq,2011,52,3
iq,2011,1,18
iq,2011,2,10
iq,2011,3,9
iq,2011,4,7
iq,2011,5,20
iq,2011,6,9
iq,2011,7,17
iq,2011,8,12
iq,2011,9,13
iq,2011,10,2
iq,2011,11,6
iq,2011,12,7
iq,2011,13,5
iq,2011,14,6
iq,2011,15,5
iq,2011,16,7
iq,2011,17,5
iq,2011,18,5
iq,2011,19,4
iq,2011,20,5
iq,2011,21,3
iq,2011,22,3
iq,2011,23,2
iq,2011,24,2
iq,2011,25,3
iq,2011,26,3
iq,2011,27,6
iq,2011,28,2
iq,2011,29,3
iq,2011,30,5
iq,2011,31,4
iq,2011,32,4
iq,2011,33,6
iq,2011,34,3
iq,2011,35,1
iq,2011,36,5
iq,2011,37,7
iq,2011,38,9
iq,2011,39,4
iq,2011,40,4
iq,2011,41,3
iq,2011,42,10
iq,2011,43,18
iq,2011,44,9
iq,2011,45,13
iq,2011,46,16
iq,2011,47,5
iq,2011,48,6
iq,2011,49,19
iq,2011,50,50
iq,2011,51,27
iq,2012,52,8
iq,2012,1,5
iq,2012,2,13
iq,2012,3,9
iq,2012,4,21
iq,2012,5,31
iq,2012,6,21
iq,2012,7,15
iq,2012,8,13
iq,2012,9,12
iq,2012,10,3
iq,2012,11,2
iq,2012,12,3
iq,2012,13,4
iq,2012,14,6
iq,2012,15,7
iq,2012,16,8
iq,2012,17,4
iq,2012,18,7
iq,2012,19,3
iq,2012,20,4
iq,2012,21,2
iq,2012,22,4
iq,2012,23,2
iq,2012,24,1
iq,2012,25,4
iq,2012,26,2
iq,2012,27,4
iq,2012,28,2
iq,2012,29,2
iq,2012,30,2
iq,2012,31,3
iq,2012,32,2
iq,2012,33,4
iq,2012,34,3
iq,2012,35,3
iq,2012,36,5
iq,2012,37,2
iq,2012,38,1
iq,2012,39,13
iq,2012,40,14
iq,2012,41,6
iq,2012,42,4
iq,2012,43,12
iq,2012,44,19
iq,2012,45,14
iq,2012,46,13
iq,2012,47,8
iq,2012,48,11
iq,2012,49,42
iq,2012,50,10
iq,2012,51,5
iq,2013,1,7
iq,2013,2,6
iq,2013,3,10
iq,2013,4,14
iq,2013,5,16
iq,2013,6,21
iq,2013,7,17
iq,2013,8,12
iq,2013,9,14
iq,2013,10,4
iq,2013,11,9
iq,2013,12,9
iq,2013,13,10
iq,2013,14,9
iq,2013,15,7
iq,2013,16,9
iq,2013,17,3
iq,2013,18,4
iq,2013,19,6
iq,2013,20,4
iq,2013,21,4
iq,2013,22,4
iq,2013,23,4
iq,2013,24,5
iq,2013,25,1
iq,2013,26,4
